Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Nuit de la lecture à St Pierre Quiberon;La médiathèque se transforme la nuit venue...;"histoires;lampe de poche;jeu de piste;conte";Médiathèque centre culturel de Saint-Pierre-Quiberon;56510;Saint-Pierre-Quiberon;Bretagne;Morbihan;Lecture / Conte;;;Sur inscription
Nuit de la Lecture en Musique;La médiathèque Simone Veil de Terrasson-Lavilledieu fête la 4e Nuit de la Lecture sur le thème de la Musique ! Contes, Lectures, Jeux d'écriture, toute la soirée sera rythmée en musique.;"Nuit de la lecture;Musique;Contes;Lecture;Jeux d'écriture;Partage";Médiathèque Simone Veil;24120;Terrasson-Lavilledieu;Nouvelle-Aquitaine;Dordogne;Lecture / Conte;;;Entrée libre
Blind test Musical;Avez-vous une bonne culture musicale ? C’est le moment de vous tester en groupe ou en famille, venez relever le défi : 30 secondes d’écoute, 15 secondes pour donner la réponse !;;Médiathèque Jacques Prévert;91700;Villiers-sur-Orge;Île-de-France;Essonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;99;Sur inscription
Une soupe ?;Apportez votre bol, on vous offre la soupe ! Sous réserve de places disponibles;;Médiathèque départementale Diois-Vercors;26150;Die;Auvergne-Rhône-Alpes;Drôme;Dégustation, buffet, collation…;;;Entrée libre
Feel Good à la Source - Sophrologie en famille;Atelier sophrologie en famille;;Médiathèque la Source;62440;Harnes;Hauts-de-France;Pas-de-Calais;Atelier;8;99;Sur inscription
Feel Good à la Source - Démo et dégustation de recettes détox;Démo et dégustation de recettes détox;;Médiathèque la Source;62440;Harnes;Hauts-de-France;Pas-de-Calais;Dégustation, buffet, collation…;;99;Entrée libre
Le bibliothécaire;Un drôle de personnage vous invite à une visite insolite de la Médiathèque.;"spectacle;insolite;livres";Médiathèque Pont des Arts;35510;Cesson-Sévigné;Bretagne;Ille-et-Vilaine;Spectacle (danse, concert, performance, théâtre…);12;121;Sur inscription
"Spectacle ""Les gardiens du temps""";Soirée spéciale Nuit de la lecture;"spectacle;famille";Médiathèque de Bellevigny;85170;Bellevigny;Pays de la Loire;Vendée;Spectacle (danse, concert, performance, théâtre…);3;99;Sur inscription
Doudoumaton;Soirée spéciale Nuit de la lecture;doudoumaton;Médiathèque de Bellevigny;85170;Bellevigny;Pays de la Loire;Vendée;Autre (précisez dans le champ ci-dessous);;99;Entrée libre
Des histoires et des dessins;Une lecture dessinée : des nouvelles humoristiques et un dessinateur pour illustrer;;Bibliothèque de Saint-Michel-sur-Rhône;42410;Saint-Michel-sur-Rhône;Auvergne-Rhône-Alpes;Loire;Lecture / Conte;;;Entrée libre
Soirée jeux;Soirée jeux;Jeux de société;Bibliothèque municipale de Toucy;89130;Toucy;Bourgogne-Franche-Comté;Yonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);4;99;Sur inscription
Escape Game : A la rescousse de l'île aux histoires;Vous êtes des apprentis bibliothécaires. Vous devez obtenir des indices pour retrouver l'oeuf d'or et sauver l'île aux histoires du pilleur de légendes.;"escape game;saint Marcel-lès-Annonay";Bibliothèque municipale L'île aux histoires;7100;Saint-Marcel-lès-Annonay;Auvergne-Rhône-Alpes;Ardèche;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
"Soirée Jeux ""Lumières : l'encyclopédie de Diderot revisitée""";"Soirée-jeux autour de l'ouvrage ""Lumières: l'encyclopédie revisitée"" (Editions L'Edune). Quiz, ""écris moi une image""... sont issus d'une malle-jeux (Swann expo) offrant un aspect ludique de l'album.";;Bibliothèque municipale de Tourtour;83690;Tourtour;Provence-Alpes-Côte d'Azur;Var;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);9;99;Entrée libre
Contes et ombres;Séance de lecture;lecture;Bibliothèque de Longeville-sur-Mer;85560;Longeville-sur-Mer;Pays de la Loire;Vendée;Lecture / Conte;2;6;Sur inscription
Contes de Saint-Maur;Venez écouter en famille des contes méconnus, qui racontent l'histoire de votre ville comme vous ne l'avez jamais entendue...;"conte;spectacle;conte musical;spectacle familial;histoire de la ville";Médiathèque Germaine Tillion;94100;Saint-Maur-des-Fossés;Île-de-France;Val-de-Marne;Spectacle (danse, concert, performance, théâtre…);8;99;Sur inscription
Musique et contes d’Afrique de l’Ouest;Une soirée en conte et musique.;"Kora;conte;Afrique";Médiatheque Boris Vian;93290;Tremblay-en-France;Île-de-France;Seine-Saint-Denis;Lecture / Conte;7;99;Sur inscription
Ateliers d'écriture;Les bibliothécaires vous proposent une série d'exercices pour libérer votre créativité et votre plume !;"atelier d'écriture;jeux d'écriture;jeux littéraires";Médiathèque Germaine Tillion;94100;Saint-Maur-des-Fossés;Île-de-France;Val-de-Marne;Atelier;;;Sur inscription
"Lectures dans la ""Cabane aux étoiles"" pour les petits (18 mois-3 ans)";Des séances d'histoires pour les plus petits à partager sous un ciel étoilé !;"lectures;histoires;tout-petits";Médiathèque Germaine Tillion;94100;Saint-Maur-des-Fossés;Île-de-France;Val-de-Marne;Lecture / Conte;1;3;Sur inscription
Moralité;Les fables de La Fontaine revisitées par les aquarellistes de la MJC encadrés par Sylvie De Biasi;;Médiathèque de Toul;54200;Toul;Grand Est;Meurthe-et-Moselle;Exposition;;;Entrée libre
Création de photophores littéraires;Les photophores créés participeront à une déambulation dans la médiathèque dans la soirée;;Médiathèque municipale Le Petit Prince;83136;Néoules;Provence-Alpes-Côte d'Azur;Var;Atelier;6;99;Sur inscription
Soirée Lecture aux flambeaux (reportée au vendredi 24 janvier);Partageons le plaisir de lire : Lectures à voix haute et en public par des élèves et des personnels du collège;"lecture;mise en voix;CDI;littérature jeunesse";Collège Jean Mermoz;66250;Saint-Laurent-de-la-Salanque;Occitanie;Pyrénées-Orientales;Lecture / Conte;;;Entrée libre
Lectures en pyjama;3 séances de contes proposées;;Médiathèque d'Orléans;45000;Orléans;Centre-Val de Loire;Loiret;Lecture / Conte;;;Entrée libre
Jeu littéraire à la Librairie Georges;La librairie Georges vous donne rendez-vous à 19h, pour une grande soirée littéraire et ludique;"jeu littéraire;librairie georges;talence";Librairie Georges;33400;Talence;Nouvelle-Aquitaine;Gironde;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);20;80;Entrée libre
Marathon de lecture participatif;Lectures en continu, à voix haute, sous forme d'un marathon, avec accompagnement musical.;lecture;Médiathèque d'Orléans;45000;Orléans;Centre-Val de Loire;Loiret;Lecture / Conte;;;Entrée libre
Soirée pyjama;Pour partager des histoires et des chansons sur le thème de la nuit. Les doudous sont aussi les bienvenues. Pyjama exigé ! A partir de 3 ans Section jeunesse;"conte;soirée pyjama;comptines;chansons";Médiathèque François-Rabelais;92230;Gennevilliers;Île-de-France;Hauts-de-Seine;Lecture / Conte;;;Entrée libre
Atelier jeux;Des jeux pour tous, présentées et animés par les bibliothécaires;;Bibliothèque municipale du Puy-en-Velay;43000;Le Puy-en-Velay;Auvergne-Rhône-Alpes;Haute-Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Bookface;Un selfie où le livre remplace votre minois : prenez la pose !;;Bibliothèque municipale du Puy-en-Velay;43000;Le Puy-en-Velay;Auvergne-Rhône-Alpes;Haute-Loire;Atelier;;;Entrée libre
Contes en pyjama;Des histoires partagées pour les 4-6 ans;;Bibliothèque municipale du Puy-en-Velay;43000;Le Puy-en-Velay;Auvergne-Rhône-Alpes;Haute-Loire;Lecture / Conte;4;6;Entrée libre
Lecture de poèmes écrits dans l’atelier d'écriture LaPoesieMaMuse;Présentation de textes écrits depuis l’automne et lecture participative d’un choix de poèmes sur les thèmes de l’exil, du pays natal et de messages à envoyer par delà les mers;"Lecture;Poème;Jeunesse;Pays natal";Centre Social Soleil;75020;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
Marathon de la lecture;Avec ou sans micro venez lire seul, avec des amis ou en famille une, deux ou plus de trois lignes de textes… lunaires ! Pendant 42min, en se relayant il ne faudra pas s’arrêter de lire;"lecture;marathon;voix haute";Médiathèque Louis Pergaud;94110;Arcueil;Île-de-France;Val-de-Marne;Lecture / Conte;;99;Sur inscription
Attrape-rêve;Viens fabriquer ton attrape rêve rien qu’en papier pour éloigner tous tes cauchemars, grâce à la lune ! L’atelier commencera par une lecture… cauchemardesque !;"atelier;attrape-rêves;lune";Médiathèque Louis Pergaud;94110;Arcueil;Île-de-France;Val-de-Marne;Atelier;8;12;Sur inscription
Jouons avec les mots;Jeux de sociétés autour des mots;jeu société;Le Monde du Livre et du Jeu;29590;Rosnoën;Bretagne;Finistère;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;99;Entrée libre
Jeux dans un bain de couleurs avec l’association Jocs d’Estany;Lectures pour tous les âges dans un bain de couleurs, jeux participatifs, atelier d'écriture créative et conte par Laura Louves.;"lectures;contes;couleurs;lumières;bébés;enfants;adultes;individuelles;groupes;jeux;dominos;langues;étrangères";Bibliothèque municipale André Stil;66330;Cabestany;Occitanie;Pyrénées-Orientales;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Soirée conte;A l'occasion de la Nuit de la lecture, nous inviterons les mamans de la commune pour conter des histoires d'antan à la bibliothèque de Nyambadao.;Séance de conte.;Bibliothèque municipale de Nyambadao;97660;Nyambadao;Mayotte;;Lecture / Conte;3;99;Entrée libre
Comment crêpes et contes sont arrivés en Bretagne;Contes et gourmandises !;"contes;musique;crepes;famille";Médiathèque de Jouy-le-Moutier;95280;Jouy-le-Moutier;Île-de-France;Val-d'Oise;Lecture / Conte;;;Sur inscription
Soupe d'improvisations;Théâtre d'improvisation avec la limprost;;Bibliothèque municipale d'Etival-lès-Le Mans;72700;Étival-lès-le-Mans;Pays de la Loire;Sarthe;Spectacle (danse, concert, performance, théâtre…);7;99;Sur inscription
"Exposition ""Autour du 9e art""";Exposition des oeuvres de l'artiste Gaetan Antoine à la médiathèque du Nouvion-en-Thiérache;"exposition;art;oeuvres statues";Bibliothèque municipale du Nouvion-en-Thiérache;2170;Le Nouvion-en-Thiérache;Hauts-de-France;Aisne;Exposition;;99;Entrée libre
Soirée Poésie;Une soirée de lectures de textes et poèmes sélectionnés par vos libraires;;Librairie Garin;73000;Chambéry;Auvergne-Rhône-Alpes;Savoie;Lecture / Conte;;;Entrée libre
Rencontre avec Franck Margerin;Rencontre conviviale suivie d'une séance de dédicaces des albums de l'auteur.;;Pôle Wilson;78230;Le Pecq;Île-de-France;Yvelines;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Grand plongeon dans la BD;2020 sera aussi l'année de la BD. La Bulle Gantière invite le public à faire un grand plongeon, la tête la première, dès ce premier mois de l'année pour 12 heures de BD à l'étoile bleue.;"BD;Saint-Junien;Bulle gantière;Signé Furax;etoile bleue";Théâtre l'Étoile bleue;87200;Saint-Junien;Nouvelle-Aquitaine;Haute-Vienne;Lecture / Conte;;;Entrée libre
Venez vivre une immersion nocturne dans la forêt Bfm, à la découverte de clairières insolites... Ateliers;Tout au long de la soirée de 18h à minuit, venez vous promener dans une bibliothèque littéralement transformée en forêt de livres.;"Contes;Jeux;Musique;Ateliers;Poésie";Bibliothèque francophone multimédia;87000;Limoges;Nouvelle-Aquitaine;Haute-Vienne;Atelier;;;Entrée libre
Une nuit à la Bfm... Et vous, vous dormez où ce soir ?;Aux douze coups de minuit, la bibliothèque se transforme en gîte pour lecteurs téméraires.;;Bibliothèque francophone multimédia;87000;Limoges;Nouvelle-Aquitaine;Haute-Vienne;Autre (précisez dans le champ ci-dessous);;;Sur inscription
Des histoires pour les enfants hospitalisés;La Bfm et les Blouses Roses s’associent pour que les enfants hospitalisés en pédiatrie puissent avoir une histoire avant de s’endormir.;"Contes;Histoires";Hôpital de la Mère et de l'Enfant;87920;Limoges;Nouvelle-Aquitaine;Haute-Vienne;Lecture / Conte;;;Sur inscription
"Rencontre avec un auteur, dédicace, grand jeu ""dessiné c'est gagné""";Rencontre-dédicace avec l'auteur de BD Mickaël Roux au Cube à Panzoult ( 37).;"auteur;bd;L'Ile Bouchard;bibliothèque intercommunale CCTVV;Mickaël Roux;""Dessiné c'est gagné"";jeu;rencontre-dédicace";Le Cube;37220;Panzoult;Centre-Val de Loire;Indre-et-Loire;Rencontre d'auteur(s) et dédicace;6;99;Sur inscription
Performance-concert mêlant rock et philosophie;Rock'n philo - Vous n’avez jamais rien compris à la philosophie ? Ecoutez les Stones !;"concert;rock;philosophie";Médiathèque départementale de l'Oise;60000;Beauvais;Hauts-de-France;Oise;Spectacle (danse, concert, performance, théâtre…);7;99;Sur inscription
Lectures en pyjama;Ecoutez des histoires qui feront voyager et rêver les grands pyjamas !;"lecture;animabus;bus;contes";Médiathèque départementale de l'Oise;60000;Beauvais;Hauts-de-France;Oise;Lecture / Conte;7;13;Sur inscription
Atelier dictées;Venez sans faute(s) tester votre orthographe !;;Médiathèque Ernest et Louis Lessieux;17310;Saint-Pierre-d'Oléron;Nouvelle-Aquitaine;Charente-Maritime;Atelier;18;99;Entrée libre
Contes pour enfants;Lecture d'histoires pour les enfants à partir de 3 ans;;Médiathèque Ernest et Louis Lessieux;17310;Saint-Pierre-d'Oléron;Nouvelle-Aquitaine;Charente-Maritime;Lecture / Conte;3;99;Entrée libre
Nuit chez Violette pour le plus jeune;Cette nuit de la lecture démarre par des lectures pour les enfants et une visite d'exposition;;Médiathèque Violette Leduc;75011;Paris;Île-de-France;Paris;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Atelier d'expression;Atelier d'écriture animé par Pamphile Hounsou, artiste-poète urbain dans l'âme.;"Atelier d'expression;Atelier d'écriture;Poésie;Slam;Culture urbaine;Mots;Pamphile Hounsou;Artiste;Ecriture;Mot;Slameur;Poète";Médiathèque L@ Parenthèse;56130;Nivillac;Bretagne;Morbihan;Atelier;10;103;Sur inscription
"""Un steak"" de Jack London";Plongez dans l'univers de Jack London   avec Laurent Vercelletto  Compagnie L'Art du Récit.;;Bibliothèque municipale de Saint-Jorioz;74410;Saint-Jorioz;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;;;Entrée libre
Enquête à la médiahèque;Les experts débarquent à la Médiathèque à partir de 19H;;Médiathèque Montmajour;83143;Le Val;Provence-Alpes-Côte d'Azur;Var;Atelier;3;99;Sur inscription
Patati et patata en pyjama ! Buffet;avec vos enfants venez partager vos livres préférés, vous pouvez  en toute liberté : écouter ou raconter en toute simplicité, juste pour le plaisir de recevoir ou offrir les histoires d'un soir.;"lectures;kamishibaï;théâtre marionnettes;tapis bébé lecteur;espace dessin";Médiathèque de Le Broc;6510;Le Broc;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Dégustation, buffet, collation…;1;99;Entrée libre
Quiz littéraire;Quiz concernant les livres de la bibliothèque;"quizz;littérature";Bibliothèque municipale de Hochfelden;67270;Hochfelden;Grand Est;Bas-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);18;99;Entrée libre
Buffet participatif;Le grand buffet des lecteurs : amenez un plat, un en-cas ou une boisson de votre choix à partager avec les participants.;"buffet participatif;buffet;collation;nourriture;boissons;repas";Médiathèque Jorgi Reboul;13240;Septèmes-les-Vallons;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Dégustation, buffet, collation…;;;Sur inscription
XAL : textes choisis servis sur un plateau;Le comédien XAL (Xavier Adrien Laurent) vous propose une sélection de textes aux petits oignons !;"lecture;représentation;comédiens";Médiathèque Jorgi Reboul;13240;Septèmes-les-Vallons;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Lecture / Conte;;;Sur inscription
Spectacle Akiko;Spectacle proposé par les classes de CP et CE1 de l'école de Saint-Georges-de-Chesné, en partenariat avec le Conservatoire de Fougères Agglomération;;Bibliothèque de Saint-Georges-de-Chesné;35140;Rives-du-Couesnon;Bretagne;Ille-et-Vilaine;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
Des mots au coeur du bocage : Rencontre avec deux auteurs locaux;Des mots au coeur du bocage : soirée animée par deux auteurs locaux : Christian Jenvrin, qui a publié trois romans ancrés dans le bocage, et Pierre Boullé, auteur de nombreux recueils poétiques;"rencontre d'auteur;bocage";Médiathèque de Domfront en Poiraie;61700;Domfront en Poiraie;Normandie;Orne;Rencontre d'auteur(s) et dédicace;;;Entrée libre
