Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Murder Party;Murder Party;"Murder Party;jeux";Médiathèque Vezin-le-Coquet;35132;Vezin-le-Coquet;Bretagne;Ille-et-Vilaine;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lecture musicale & rencontre littéraire;"Lecture musicale & rencontre littéraire avec Samira El Ayachi, écrivain autour de son roman ""Les Femmes sont occupées"" (Ed L'Aube, 2019)";"lecture;rencontre;dédicace";Médiathèque des Encres;59230;Saint-Amand-les-Eaux;Hauts-de-France;Nord;Lecture / Conte;12;99;Entrée libre
Lecture de textes sur la flore alpine;Parce que la nature alpine est une source d'inspiration intarissable...;poèmes - lecture à haute voix.;Médiathèque municipale de Gap;5000;Gap;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Lecture / Conte;15;99;Entrée libre
Lecture d'extraits d'un récit de voyage et d'un essai sur la condition humaine;Nuit de la lecture sur l'Ile Saint-Louis;"Lecture;voyage;Récit;essai;nature;Bouvier;Barjavel";Galerie Kara;75004;Paris;Île-de-France;Paris;Lecture / Conte;18;99;Sur inscription
"Escape Game ""Panique à la bibliothèque""";Escape game sur le thême scientifique au sein de la médiathèque;"escape game;science";Médiathèque d'Alaincourt;2240;Alaincourt;Hauts-de-France;Aisne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);11;99;Sur inscription
Lectures à la chandelle;Dans une ambiance feutrée, laissez-vous porter par nos lectures de textes de Boris Vian, Robert Desnos et d'autres auteurs à (re)découvrir...;;Médiathèque de Châtenay-Malabry;92290;Châtenay-Malabry;Île-de-France;Hauts-de-Seine;Lecture / Conte;;;Entrée libre
Visite : la face cachée de la médiathèque;Plongez dans la face cachée de la médiathèque en visitant ses coulisses cachées du public...Seules quelques personnes auront ce privilège, alors inscrivez-vous vite !;"visite insolite;bibliothèque autrement";Médiathèque de Châtenay-Malabry;92290;Châtenay-Malabry;Île-de-France;Hauts-de-Seine;Visite guidée / visite insolite;;99;Sur inscription
Cinq ans de métro / Lecture concert en présence de Fred Alpi;Lecture + concert avec Fred Alpi : Cinq ans de métro, (éd Libertalia);;Chez Josette;8000;Charleville-Mézières;Grand Est;Ardennes;Lecture / Conte;;;Entrée libre
Lecture à voix haute;"Lecture Alter-native : ""L'autre fille"" d'Annie Ernaux";lecture à voix haute performance;Médiathèque Astrolabe;77000;Melun;Île-de-France;Seine-et-Marne;Lecture / Conte;12;99;Entrée libre
Soirée  Lecture performance;Lecture performance « Anaïs Nin »;Lecture performance;Médiathèque Astrolabe;77000;Melun;Île-de-France;Seine-et-Marne;Spectacle (danse, concert, performance, théâtre…);18;99;Sur inscription
Bienvenue au bistrot-lecture !;"Lectures et animations pour tous autour de l'exposition ""les bistrots"" prêtée par la médiathèque départementale";"bistrots;lectures;exposition";Médiathèque d'Auchy-lès-Hesdin;62770;Auchy-lès-Hesdin;Hauts-de-France;Pas-de-Calais;Lecture / Conte;;;Entrée libre
Soirée jeux au bistrot-lecture !;"Lectures et animations pour tous autour de l'exposition ""les bistrots"" prêtée par la médiathèque départementale";"bistrots;jeu de l'oie;exposition";Médiathèque d'Auchy-lès-Hesdin;62770;Auchy-lès-Hesdin;Hauts-de-France;Pas-de-Calais;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Concours - Qui est ce héros ?;Devinez à quel héros de bande dessinée les bibliothécaires ont pensé en voyant des illustrations d'ouvrages anciens !;;Bibliothèque multimédia intercommunale d'Épinal;88000;Épinal;Grand Est;Vosges;Concours;;;Entrée libre
Les héros à l'épreuve de la science;Tir un super héros au sort et, avec le matériel disponible, essayes de reproduire le pouvoir de Magnéto, de Mystique, FLash ou encore la femme invisible. Magie ou science?;;Bibliothèque multimédia intercommunale d'Épinal;88000;Épinal;Grand Est;Vosges;Atelier;;;Entrée libre
Lecture avec des doudous;Lecture pour les enfants;"lecture;enfants;doudous";Bibliothèque principale de Courbevoie;92400;Courbevoie;Île-de-France;Hauts-de-Seine;Lecture / Conte;3;6;Entrée libre
Troc de livres et speed booking;A la fois échanger un livre contre un autre et échanger autour d'une lecture;;Médiathèque intercommunale de Saint Julien - Val Suran;39320;Val Suran;Bourgogne-Franche-Comté;Jura;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Conte musical;Présentation du conte musical Les musiciens de Brême;;Bibliothèque de Rhinau;67860;Rhinau;Grand Est;Bas-Rhin;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
Concours de bookfaces;avec vote en direct (sans prise de photographie mais le principe de jeu reste le même = intégrer une partie de son corps à une couverture de livre);bookfaces;Collège public Lis Isclo d'Or;26700;Pierrelatte;Auvergne-Rhône-Alpes;Drôme;Concours;11;14;Sur inscription
"BD Concert ""Là où vont nos pères""";BD sans parole, Là où vont nos pères de Shaun Tan est le récit d’un exode touchant à l’universel. Florent Hermet s'en inspire pour créer avec sa contrebasse une musique entre écriture et improvisation;"Shaun Tan;BD;Florent Hermet;contrebasse;exil";Artothèque de Saint-Priest;69800;Saint-Priest;Auvergne-Rhône-Alpes;Rhône;Spectacle (danse, concert, performance, théâtre…);8;99;Entrée libre
Soirée Harry Potter;Une immersion dans le monde sorcier... animée par l'Association Obscurus Presse;"Harry Potter;Ateliers;Exposition;Chasse au trésor;Jeux de société;Obscurus Presse";Bibliothèque Aimé Césaire;95160;Montmorency;Île-de-France;Val-d'Oise;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Virelangues;Dire le plus rapidemment possible un phrase difficile à prononcer;;Collège public Lis Isclo d'Or;26700;Pierrelatte;Auvergne-Rhône-Alpes;Drôme;Atelier;11;14;Sur inscription
Jeux de société;Venez (re)découvrir le plaisir des jeux de société, ensemble autour d’une table.;;Médiathèque Andrée Chedid;91360;Villemoisson-sur-Orge;Île-de-France;Essonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;99;Sur inscription
Des petits et des histoires;On n’est jamais trop petit pour écouter des histoires ! Accueil des tout-petits et de leurs parents par les bibliothécaires pour un temps partagé d’histoires, de comptines et de jeux de doigts.;;Médiathèque Elsa Triolet;91700;Fleury-Mérogis;Île-de-France;Essonne;Lecture / Conte;;5;Entrée libre
Jeux de société;Venez jouer à la médiathèque à deux, en équipe, les bibliothécaires vous proposent une sélection de jeux de société;;Médiathèque Andrée Chedid;83500;La Seyne-sur-Mer;Provence-Alpes-Côte d'Azur;Var;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;99;Entrée libre
Les Incollables;En équipe, les enfants sont invités à se défier. Musique, cinéma, littérature, personnages célèbres, cuisine, l'équipe la plus rapide à répondre aux questions sera l'équipe Incollable de la soirée !;"jeu;quiz;enfant";Médiathèque Andrée Chedid;83500;La Seyne-sur-Mer;Provence-Alpes-Côte d'Azur;Var;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;10;Entrée libre
Lectures, farandoles des mots;EcritsVont, Farandole des mots;"EcritsVont;lectures;graulhet";Médiathèque Marguerite Yourcenar;81300;Graulhet;Occitanie;Tarn;Lecture / Conte;;;Entrée libre
Auberge espagnole;Auberge espagnole;"Auberge espagnole;graulhet";Médiathèque Marguerite Yourcenar;81300;Graulhet;Occitanie;Tarn;Dégustation, buffet, collation…;;;Entrée libre
Dessinons réveillons les mots, atelier graphique parents-enfants par Jérôme Soleil;Venez en famille échanger, partager un moment, exprimer votre créativité à plusieurs mains, à la manière de Jérôme Soleil et avec lui.;"graphisme;dessin;parents-enfants;atelier";Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Atelier;7;99;Sur inscription
"Sur le bout de la langue ; un menu littéraire par Rectoverso compagnie.";Deux comédiennes lisent, chantent, disent, rythment les mots avec gourmandise…;"lecture;menu;festin";Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Lecture / Conte;7;99;Entrée libre
A table !;collation pour tous;"buffet;collation";Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Dégustation, buffet, collation…;;;Entrée libre
"Studio photo ; atelier BookFace";Prenez la pose... avec des livres !;"bookface;photo;livres";Médiathèque du Grand Cahors;46000;Cahors;Occitanie;Lot;Atelier;4;99;Entrée libre
Atelier Applis pour une expérience de lecture originale !;Et si vous tentiez une expérience de lecture originale !;;Médiathèque Le Quai;59163;Condé-sur-l’Escaut;Hauts-de-France;Nord;Atelier;;;Entrée libre
Soirée Jeux de société;Prenez place autour de la table et embarquez vers des univers tous plus surprenants les uns que les autres.;;Médiathèque Le Quai;59163;Condé-sur-l’Escaut;Hauts-de-France;Nord;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Nuit fantastique à Angers - Readings in dark gothic literature !;Lecture d'extraits de la littérature gotique, dress code gothique et boissons gothiques.;"angers;bibliothèque;anglophone;anglais;lecture;littérature;gothic;gothique";Bibliothèque Anglophone;49100;Angers;Pays de la Loire;Maine-et-Loire;Lecture / Conte;16;99;Entrée libre
Contes par Tony Havart;Histoires cruelles d'enfants terribles;conte;Ecole maternelle;27380;Charleval;Normandie;Eure;Lecture / Conte;5;99;Entrée libre
Après-midi de la lecture a l'école de Sahorre;Lecture;"apres-midi;lecture;ecole de sahorre";Bibliothèque de Sahorre;66360;Sahorre;Occitanie;Pyrénées-Orientales;Lecture / Conte;;;Entrée libre
"Nuit fantastique à Angers - ""Richer et les fantastiques Lyriades""";Lecture d'extraits de textes en lien avec le fantastique (par des lecteurs proposés par Les Lyriades de la langue française).;"angers;bibliothèque;librairie;richer;lyriade;lecture;fantastique";Librairie Richer;49100;Angers;Pays de la Loire;Maine-et-Loire;Lecture / Conte;;;Entrée libre
Jeux de société en libre-service;Une grande variété de jeux, même pour les plus jeunes, afin de s’amuser à tout âge !;;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Jeux vidéo narratifs;Partez à la découverte de jeux aux graphismes élégants, où la poésie et/ou le scénario règnent en maîtres ! Des jeux atypiques, à jouer ou à regarder, qui méritent d’y jeter un œil… ou une oreille !;;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Coloriages géants;S’étendre par terre et colorier, seul ou à plusieurs… quel plaisir ! Ce sera possible pour les enfants, grands et petits ! Coloriages Omy et feutres lavables mis à disposition.;;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Mur d'expression;Pour partager votre enthousiasme, vos idées, votre humeur… Laissez-nous un petit mot !;;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Tournoi jeu vidéo sur Teeworlds;Incarnez cette petite créature qu’est le Tee et prenez les armes pour éliminer vos adversaires : saurez-vous déjouer tous les pièges qu’ils vous tendront ?;;Médiathèque de Moulins Communauté;3000;Moulins;Auvergne-Rhône-Alpes;Allier;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Blind Test;Spécial Super-Héros;blind test;Médiathèque André Labarrère;64000;Pau;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Spectacle;Lilith;"Théâtre;spectacle";Médiathèque André Labarrère;64000;Pau;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Bookface;Atelier photo mi-visage, mi-ouvrage !;"livres;photographie";Médiathèque Alain Gérard;29000;Quimper;Bretagne;Finistère;Atelier;;;Entrée libre
Spectacle Lanterne magique;Projection de gravures anciennes avec lecture de récits de voyage anciens et du bout du monde;"livres;patrimoine;voyage;spectacle";Médiathèque Alain Gérard;29000;Quimper;Bretagne;Finistère;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Soirée jeux;Des jeux de société et des jeux vidéos sur le thème des cartes et voyages.;"jeux vidéo;jeux de société;voyages;gaming";Médiathèque Alain Gérard;29000;Quimper;Bretagne;Finistère;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Soirée jeux;Venez passez un moment convivial en famille ou entre amis autour de nos jeux de société !;"jeux de société;jeux;divertissement";Médiathèque Jean Giraudoux;87300;Bellac;Nouvelle-Aquitaine;Haute-Vienne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Entrée libre
"Après-midi jeu ""Les loups-garous de Thiercelieux""";"""Les loups-garous de Thiercelieux"" est un jeu de rôle simple, où les villageois doivent découvrir qui sont les loups-garous avant d'être dévorés !";"Loups-garous;Thiercelieux;Jeu;Jeu de société;Jeu de rôle;Villageois;Pouvoirs;Jeux;Jeux de société";Médiathèque Jean Giraudoux;87300;Bellac;Nouvelle-Aquitaine;Haute-Vienne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
Lecture d'albums pour enfants;Lectures d’albums pour les enfants par les bénévoles de l’association Lire et Faire Lire.;"Lecture d'albums jeunesse;Lecture d'albums pour enfants";Médiathèque Blaise Cendrars;78700;Conflans-Sainte-Honorine;Île-de-France;Yvelines;Lecture / Conte;1;10;Entrée libre
Buffet participatif;Apportez un plat et la médiathèque s’occupe des boissons pour un repas commun !;"Buffet participatif;repas en partage";Médiathèque Blaise Cendrars;78700;Conflans-Sainte-Honorine;Île-de-France;Yvelines;Dégustation, buffet, collation…;1;99;Entrée libre
Jeu : Les Loups Garous de Thiercelieux;Venez jouer à Loup-Garou, un jeu de société à la frontière du jeu de rôle.;"Jeu de rôle;jeu de société";Médiathèque Blaise Cendrars;78700;Conflans-Sainte-Honorine;Île-de-France;Yvelines;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);12;99;Entrée libre
Fées contre faits, de la lecture au théâtre;Rencontrer les jeunes comédiens et l’équipe du tournage “Fées contre faits. De la lecture au théâtre” à l’occasion d’une performance de lecture à voix haute et assister à la projection du film.;"Lecture;théâtre;enfant;jeunesse;adolescent;patrimoine;archéologie;littérature;spectacle;film;projection;voix haute;rencontre;discussion";Conservatoire Gabriel Fauré;78730;Saint-Arnoult-en-Yvelines;Île-de-France;;Spectacle (danse, concert, performance, théâtre…);8;99;Sur inscription
Nuit de la lecture sur l'Île Saint Louis : lectures par Dominique Lerat;Nuit de la lecture sur l'Ile Saint Louis à la librairie ULYSSE;"Librairie Ulysse;voyage;ile saint louis;Catherine Domain;poesie;mer;antarctique;arctique;anita conti;stephane dugast;Boileau;Baudelaire";Librairie Ulysse;75004;Paris;Île-de-France;Paris;Lecture / Conte;7;99;Entrée libre
Concert surprise !;La bibliothèque ouvre ses portes pour une soirée exceptionnelle et vous aurez jusqu'à 22h pour dévorer les 23 000 ouvrages de la bibliothèque.;;Bibliothèque Crimée;75019;Paris;Île-de-France;Paris;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
